Date,Open,High,Low,Close,Adj Close,Volume
2022-11-06,12887.668945,13144.315430,12672.927734,12701.683594,12701.683594,5929690426
2022-11-07,12702.245117,13050.449219,12538.805664,12702.291016,12702.291016,7081326175
2022-11-08,12701.975586,12850.794922,10680.020508,11253.453125,11253.453125,12366889555
2022-11-09,11252.599609,11408.441406,9450.048828,9689.763672,9689.763672,10994510637
2022-11-10,9695.712891,10839.733398,9607.447266,10722.313477,10722.313477,16633150116
2022-11-11,10719.665039,10819.415039,9948.014648,10311.739258,10311.739258,10247217875
2022-11-12,10314.715820,10438.730469,10072.821289,10340.293945,10340.293945,4704729103
2022-11-13,10341.007813,10552.389648,10178.049805,10264.699219,10264.699219,5862159300
2022-11-14,10263.182617,10587.920898,9907.288086,10514.628906,10514.628906,7507194813
2022-11-15,10514.821289,10706.743164,10350.252930,10457.674805,10457.674805,5347365224
2022-11-16,10457.470703,10806.491211,10347.908203,10777.571289,10777.571289,5799598649
2022-11-17,10777.011719,10850.330078,10670.286133,10820.676758,10820.676758,5710500187
2022-11-18,10824.378906,10966.079102,10706.855469,10866.142578,10866.142578,5006693073
2022-11-19,10863.611328,10965.670898,10763.098633,10953.375000,10953.375000,4071052943
2022-11-20,10953.614258,10953.680664,10525.904297,10582.956055,10582.956055,4572420092
2022-11-21,10582.290039,11029.383789,10332.888672,10339.540039,10339.540039,9958690549
2022-11-22,10332.422852,10956.456055,10285.525391,10945.552734,10945.552734,7578220615
2022-11-23,10945.200195,11209.834961,10891.251953,11009.910156,11009.910156,9460692169
2022-11-24,11012.692383,11217.276367,10893.993164,11166.266602,11166.266602,6437046608
2022-11-25,11163.960938,11277.337891,10911.125977,11132.111328,11132.111328,6000390538
2022-11-26,11132.808594,11370.175781,11084.176758,11336.390625,11336.390625,6077785955
2022-11-27,11336.613281,11399.301758,11128.802734,11142.540039,11142.540039,5515748754
2022-11-28,11142.642578,11198.854492,10872.632813,11019.590820,11019.590820,4828054224
2022-11-29,11019.863281,11404.931641,10966.976563,11224.179688,11224.179688,6339452484
2022-11-30,11223.662109,11579.954102,11219.820313,11555.172852,11555.172852,5982970572
2022-12-01,11554.117188,11739.001953,11490.027344,11716.047852,11716.047852,7222583897
2022-12-02,11713.670898,11914.779297,11627.535156,11846.162109,11846.162109,5339896217
2022-12-03,11846.821289,12065.625977,11709.529297,11835.989258,11835.989258,6242057465
2022-12-04,11836.126953,11998.271484,11591.296875,11591.296875,11591.296875,6003993011
2022-12-05,11590.299805,11923.958008,11532.202148,11891.845703,11891.845703,6611849868
2022-12-06,11887.749023,11948.955078,11725.654297,11815.358398,11815.358398,5666110616
2022-12-07,11814.835938,11911.898438,11661.038086,11844.809570,11844.809570,5055145637
2022-12-08,11844.994141,12209.411133,11780.175781,12147.821289,12147.821289,6257996482
2022-12-09,12146.997070,12301.914063,12041.833008,12288.385742,12288.385742,5708053847
2022-12-10,12288.041992,12424.594727,12239.860352,12354.274414,12354.274414,4198869926
2022-12-11,12348.509766,12523.812500,12310.373047,12400.826172,12400.826172,5064031190
2022-12-12,12400.922852,12551.843750,12239.314453,12443.703125,12443.703125,8970590435
2022-12-13,12445.356445,12610.470703,12281.605469,12487.176758,12487.176758,7081675692
2022-12-14,12486.540039,12553.292969,12132.277344,12260.586914,12260.586914,8104605397
2022-12-15,12261.661133,12392.723633,12184.978516,12351.271484,12351.271484,6060827258
2022-12-16,12351.163086,12371.826172,11654.996094,11752.620117,11752.620117,5752818160
2022-12-17,11750.801758,11901.237305,11473.479492,11860.792969,11860.792969,4625485331
2022-12-18,11860.926758,12073.815430,11820.348633,11939.420898,11939.420898,4672590578
2022-12-19,11939.928711,12031.760742,11835.193359,11890.228516,11890.228516,4178321761
2022-12-20,11891.467773,12187.193359,11888.009766,12147.288086,12147.288086,5261198307
2022-12-21,12147.261719,12326.325195,12134.689453,12210.670898,12210.670898,4749560953
2022-12-22,12212.170898,12235.387695,11935.920898,12057.118164,12057.118164,5237813125
2022-12-23,12056.491211,12145.091797,11600.789063,11825.110352,11825.110352,6082352436
2022-12-24,11825.401367,11901.180664,11724.325195,11850.976563,11850.976563,3671228980
2022-12-25,11851.041992,12028.256836,11840.644531,12011.023438,12011.023438,4072180852
2022-12-26,12009.283203,12173.385742,11944.199219,12168.434570,12168.434570,4819705248
2022-12-27,12167.103516,12197.161133,11940.982422,12035.913086,12035.913086,5471446355
2022-12-28,12036.541992,12165.363281,11924.972656,12161.866211,12161.866211,5068051951
2022-12-29,12161.241211,12169.044922,12010.860352,12064.434570,12064.434570,5044117183
2022-12-30,12064.162109,12121.620117,11947.986328,12083.124023,12083.124023,5530205015
2022-12-31,12082.472656,12283.699219,12032.861328,12190.701172,12190.701172,3687309299
2023-01-01,12192.761719,12323.911133,12120.571289,12294.610352,12294.610352,3016482230
2023-01-02,12295.044922,12375.737305,12235.841797,12235.841797,12235.841797,3891400780
2023-01-03,12235.044922,12347.702148,12225.795898,12291.735352,12291.735352,4028220297
2023-01-04,12290.001953,12613.585938,12279.707031,12461.458008,12461.458008,6936978873
2023-01-05,12465.311523,12886.221680,12463.556641,12886.221680,12886.221680,6450430049
2023-01-06,12886.150391,13065.924805,12619.954102,12759.502930,12759.502930,6519825333
2023-01-07,12755.017578,12823.410156,12649.986328,12823.363281,12823.363281,4424505994
2023-01-08,12821.197266,13051.825195,12692.204102,12805.824219,12805.824219,6993199688
2023-01-09,12806.164063,13210.366211,12777.416016,13055.714844,13055.714844,8499372190
2023-01-10,13053.941406,13286.150391,12887.804688,13187.740234,13187.740234,8142636696
2023-01-11,13188.230469,13838.046875,13101.060547,13784.519531,13784.519531,8673997463
2023-01-12,13828.963867,13888.475586,13378.504883,13547.665039,13547.665039,10660613006
2023-01-13,13547.142578,13868.069336,13376.934570,13867.730469,13867.730469,7110452982
2023-01-14,13865.949219,15217.107422,13848.639648,14289.700195,14289.700195,13430927290
2023-01-15,14281.609375,14399.764648,13966.654297,14144.487305,14144.487305,8597641892
2023-01-16,14155.858398,14354.573242,13576.526367,13696.759766,13696.759766,7723079841
2023-01-17,13701.726563,14248.446289,13550.766602,14017.277344,14017.277344,6948485610
2023-01-18,14015.834961,14214.357422,13161.594727,13260.061523,13260.061523,7634099541
2023-01-19,13257.530273,13471.819336,12778.370117,13444.115234,13444.115234,9286832356
2023-01-20,13448.048828,14049.765625,13393.995117,14047.246094,14047.246094,7072806417
2023-01-21,14050.689453,14728.675781,13900.919922,13989.810547,13989.810547,9846334335
2023-01-22,13990.834961,14659.671875,13980.411133,14334.333008,14334.333008,5535716614
2023-01-23,14333.619141,14581.443359,14285.815430,14592.439453,14592.439453,6452924044
2023-01-24,14588.999023,14666.598633,13761.530273,14055.150391,14055.150391,7292996156
2023-01-25,14054.432617,14330.458984,13586.462891,14136.087891,14136.087891,6359668012
2023-01-26,14132.163086,14522.064453,13936.770508,13974.736328,13974.736328,7183089522
2023-01-27,13977.583984,14701.930664,13683.916992,14667.319336,14667.319336,9278913129
2023-01-28,14668.885742,15174.267578,14531.388672,15097.703125,15097.703125,8849059717
2023-01-29,15094.252930,15220.724609,14866.493164,15180.833984,15180.833984,5928588588
2023-01-30,15180.650391,15243.138672,14275.859375,14358.584961,14358.584961,6798684107
2023-01-31,14359.853516,14726.857422,14049.852539,14521.967773,14521.967773,7350845018
2023-02-01,14519.832031,14581.531250,14144.858398,14529.245117,14529.245117,5971195435
2023-02-02,14527.192383,14777.136719,14162.451172,14187.864258,14187.864258,7086789284
2023-02-03,14185.581055,14363.481445,14060.516602,14168.456055,14168.456055,6906402062
2023-02-04,14171.053711,14425.513672,14099.859375,14201.043945,14201.043945,4029121928
2023-02-05,14201.944336,14316.815430,13642.905273,13749.305664,13749.305664,6413656199
2023-02-06,13745.822266,13945.375000,13538.705078,13631.549805,13631.549805,5597789189
2023-02-07,13631.734375,13917.747070,13590.704102,13907.447266,13907.447266,6715564792
2023-02-08,13908.098633,13953.507813,13514.252930,13680.694336,13680.694336,7511844412
2023-02-09,13683.814453,13897.193359,12461.677734,12582.762695,12582.762695,9067060410
2023-02-10,12583.017578,13064.296875,12517.473633,12749.962891,12749.962891,8178507711
2023-02-11,12750.350586,13329.590820,12696.762695,13322.122070,13322.122070,7407344167
2023-02-12,13321.567383,13443.451172,13058.311523,13145.083008,13145.083008,6318169506
2023-02-13,13147.813477,13393.686523,12713.429688,12881.184570,12881.184570,8794556584
2023-02-14,12881.028320,13190.879883,12770.944336,13122.603516,13122.603516,8751227143
2023-02-15,13124.270508,13701.769531,13013.987305,13701.769531,13701.769531,7942888100
2023-02-16,13701.389648,13797.911133,12865.337891,12873.202148,12873.202148,8099497990
2023-02-17,12872.056641,13400.955078,12829.136719,13234.844727,13234.844727,7506681131
2023-02-18,13233.896484,13554.671875,13153.878906,13393.247070,13393.247070,5362617446
2023-02-19,13392.517578,13766.647461,13246.508789,13406.783203,13406.783203,7012627769
2023-02-20,13417.754883,13969.838867,13312.387695,13369.845703,13369.845703,9402369980
2023-02-21,13371.781250,13509.339844,13011.825195,13222.915039,13222.915039,7181755662
2023-02-22,13222.774414,13242.365234,12917.003906,13084.710938,13084.710938,5728998950
2023-02-23,13085.191406,13204.468750,12407.585938,12559.356445,12559.356445,6834435488
2023-02-24,12559.943359,12782.517578,12365.951172,12475.768555,12475.768555,5204496171
2023-02-25,12475.831055,12562.655273,12084.705078,12359.747070,12359.747070,5210549939
2023-02-26,12359.081055,12619.815430,12307.586914,12553.958008,12553.958008,4933268204
2023-02-27,12554.721680,12578.414063,12114.935547,12383.217773,12383.217773,5120214028
2023-02-28,12384.505859,12584.440430,12319.896484,12418.433594,12418.433594,5914062723
2023-03-01,12418.736328,12657.896484,12418.736328,12582.933594,12582.933594,6677815638
2023-03-02,12583.106445,12645.428711,12249.845703,12441.805664,12441.805664,6312870356
2023-03-03,12440.969727,12456.309570,11637.347656,11840.623047,11840.623047,5747294623
2023-03-04,11842.650391,12072.007813,11790.580078,11987.158203,11987.158203,4372183212
2023-03-05,11987.809570,12262.774414,11962.140625,12218.887695,12218.887695,4322618727
2023-03-06,12218.465820,12608.291016,12153.041016,12608.291016,12608.291016,6574360485
