Date,Open,High,Low,Close,Adj Close,Volume
2022-11-06,40.427963,40.507565,38.574024,38.589649,38.589649,77136285216
2022-11-07,38.590771,39.253757,37.789825,38.119297,38.119297,130344201850
2022-11-08,38.116749,38.177059,29.461985,33.070274,33.070274,324382549681
2022-11-09,33.071220,33.370625,26.503082,27.102255,27.102255,296330999219
2022-11-10,27.100004,32.221603,26.942665,31.847572,31.847572,249837568062
2022-11-11,31.843092,32.031597,29.766289,30.943277,30.943277,138559361593
2022-11-12,30.945002,30.945002,29.110943,29.293142,29.293142,75064809998
2022-11-13,29.292721,29.702492,27.010469,27.403334,27.403334,85690896839
2022-11-14,27.406033,30.606861,26.297468,30.485970,30.485970,194452773351
2022-11-15,30.480690,32.056988,29.944597,31.498028,31.498028,159432868099
2022-11-16,31.498945,31.744976,29.707903,30.666868,30.666868,107175165495
2022-11-17,30.665989,31.388182,30.256626,31.187019,31.187019,108118721644
2022-11-18,31.186949,31.499472,30.694267,31.227358,31.227358,77051085507
2022-11-19,31.226751,31.584461,30.725458,31.360710,31.360710,46580893286
2022-11-20,31.360525,32.085098,29.432165,29.505795,29.505795,94250546600
2022-11-21,29.505886,30.010128,28.461330,29.814253,29.814253,175986751347
2022-11-22,29.808119,30.860498,28.816235,30.729893,30.729893,111444998075
2022-11-23,30.728437,31.166739,30.168852,31.149811,31.149811,89801885861
2022-11-24,31.149645,33.073097,30.660831,32.824936,32.824936,102856570326
2022-11-25,32.824135,33.988201,31.865444,33.354931,33.354931,103657880232
2022-11-26,33.354797,33.670540,32.266605,32.392647,32.392647,50210218729
2022-11-27,32.390739,33.314060,32.338886,32.407955,32.407955,51452967897
2022-11-28,32.406307,32.585262,30.667398,31.869715,31.869715,96272843101
2022-11-29,31.866526,32.897213,31.350697,32.533958,32.533958,79104588717
2022-11-30,32.534328,33.401371,32.193237,33.233032,33.233032,75885909496
2022-12-01,33.233120,33.252491,32.105816,32.197823,32.197823,60229935446
2022-12-02,32.198303,32.272228,31.283915,32.265179,32.265179,63370584317
2022-12-03,32.265015,32.276920,31.563766,31.607416,31.607416,40430767070
2022-12-04,31.605347,31.984772,31.554178,31.815704,31.815704,36719557127
2022-12-05,31.808355,32.145580,31.401459,31.907305,31.907305,72906566438
2022-12-06,31.908573,32.311378,31.447523,32.297714,32.297714,67077316727
2022-12-07,32.297512,32.297512,31.055645,31.562508,31.562508,69088959060
2022-12-08,31.562304,32.500336,31.552914,32.462875,32.462875,63387767683
2022-12-09,32.463337,32.493881,31.850674,32.081802,32.081802,57190230983
2022-12-10,32.082542,32.095356,31.839359,31.879799,31.879799,27339503475
2022-12-11,31.881014,32.031151,31.368284,31.466784,31.466784,30221630367
2022-12-12,31.465334,32.128242,30.798981,32.016190,32.016190,72813453577
2022-12-13,32.015530,32.665295,31.361420,32.557243,32.557243,93715256426
2022-12-14,32.557121,32.569714,31.474409,31.877491,31.877491,73688134185
2022-12-15,31.875313,31.899864,31.107351,31.339947,31.339947,61293082718
2022-12-16,31.338041,31.443813,28.783899,29.103170,29.103170,87756529556
2022-12-17,29.097179,29.469446,28.843157,29.336870,29.336870,48821892938
2022-12-18,29.337168,29.349255,28.822771,28.973366,28.973366,25963979674
2022-12-19,28.974552,29.167976,27.623833,27.984667,27.984667,81484933577
2022-12-20,27.987507,29.155136,27.851595,28.871187,28.871187,77042343475
2022-12-21,28.867811,28.935497,28.087811,28.677711,28.677711,61639668284
2022-12-22,28.673677,28.989143,28.391253,28.973116,28.973116,56777872349
2022-12-23,28.972404,29.286945,28.815998,29.264496,29.264496,47743592525
2022-12-24,29.264870,29.266886,29.035358,29.091499,29.091499,18618279674
2022-12-25,29.092230,29.092230,28.475639,28.638897,28.638897,26762815091
2022-12-26,28.638182,30.521881,28.603962,30.319571,30.319571,66149186036
2022-12-27,30.320036,30.817646,29.729021,30.471457,30.471457,74931551523
2022-12-28,30.471100,30.506031,29.506788,29.539457,29.539457,69564423488
2022-12-29,29.538895,29.597015,28.069326,28.399900,28.399900,74388285312
2022-12-30,28.398613,28.557405,27.755028,28.550123,28.550123,55617888990
2022-12-31,28.551422,28.557053,28.130758,28.135775,28.135775,27907200707
2023-01-01,28.135281,28.135281,27.838053,28.032372,28.032372,24065830358
2023-01-02,28.033279,29.284868,26.612972,28.827694,28.827694,109650746245
2023-01-03,28.826721,29.060915,28.326223,28.461512,28.461512,67206269836
2023-01-04,28.462091,29.050968,28.379963,28.750969,28.750969,66436773745
2023-01-05,28.750875,28.796095,27.894234,27.937426,27.937426,55292269190
2023-01-06,27.937582,28.423006,27.510328,28.355186,28.355186,60986410094
